City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,santa rosa de cabal,4.8681,-75.6214,20.58,73,20,5.14,CO,1683514335
364,dudinka,69.4058,86.1778,-7.43,81,100,5.84,RU,1683514335
365,iwanai,42.9744,140.5089,10.66,68,100,2.68,JP,1683514336
366,poso,-1.3959,120.7524,30.8,62,82,1.03,ID,1683514336
367,talcahuano,-36.7167,-73.1167,10.82,93,0,2.57,CL,1683514215
368,port arthur,38.8,121.2667,21.12,56,100,3.66,CN,1683514336
369,kapuskasing,49.4169,-82.4331,11.05,54,20,5.66,CA,1683514337
370,kununurra,-15.7667,128.7333,26.99,28,7,6.69,AU,1683514337
371,saint-pierre,-21.3393,55.4781,23.82,73,99,2.06,RE,1683514131
372,leh,34.1667,77.5833,-0.22,64,91,2.72,IN,1683514337
373,flying fish cove,-10.4217,105.6791,27.82,83,75,4.12,CX,1683514338
374,yanchep,-31.55,115.6833,22.01,39,100,7.42,AU,1683514338
375,salekhard,66.53,66.6019,-6.2,94,100,7.99,RU,1683514338
376,turhal,40.3875,36.0811,11.57,91,100,1.03,TR,1683514339
377,darhan,49.4867,105.9228,17.44,30,100,3.86,MN,1683514339
378,redwood falls,44.5394,-95.1169,20.97,46,20,2.57,US,1683514339
379,portland,45.5234,-122.6762,16.46,57,89,1.34,US,1683513971
380,kalemie,-5.9475,29.1947,21.0,85,1,1.09,CD,1683514340
381,salakhid,32.8727,36.5727,10.12,96,24,4.57,SY,1683514340
382,mount isa,-20.7333,139.5,20.87,23,4,5.14,AU,1683514340
383,jining,35.405,116.5814,22.56,22,100,3.67,CN,1683514340
384,nganjuk,-7.6051,111.9035,29.45,66,84,2.4,ID,1683514341
385,solwezi,-12.1688,26.3894,9.83,81,0,1.3,ZM,1683514341
386,mocimboa,-11.3167,40.35,21.69,91,9,3.48,MZ,1683514341
387,sheboygan falls,43.732,-87.8221,10.93,95,100,6.17,US,1683514342
388,san rafael,-34.6177,-68.3301,11.49,45,4,1.66,AR,1683514054
389,bracebridge,45.0334,-79.3163,10.49,100,100,2.06,CA,1683514342
390,koulikoro,14.0,-7.75,30.75,36,100,3.8,ML,1683514342
391,langepas,61.2544,75.2124,9.13,55,75,9.75,RU,1683514343
392,lyepyel',54.8814,28.6932,-0.09,64,3,1.62,BY,1683514343
393,mhamid,29.82,-5.72,26.15,19,68,6.62,MA,1683514344
394,road town,18.4167,-64.6167,27.05,83,40,5.14,VG,1683514287
395,pisco,-13.7,-76.2167,20.03,83,89,6.69,PE,1683514344
396,bardai,11.65,7.2333,25.08,24,95,3.13,NG,1683514344
397,jebba,9.1333,4.8333,26.08,78,97,1.8,NG,1683514345
398,mammoth lakes,37.6485,-118.9721,5.4,66,0,7.2,US,1683514345
399,garissa,-0.4536,39.6401,24.33,84,97,5.63,KE,1683514345
400,baiti,13.745,-14.7482,27.79,53,98,5.91,SN,1683514346
401,inhapim,-19.5492,-42.12,16.33,79,52,1.31,BR,1683514346
402,messaad,34.1543,3.5031,15.11,63,4,12.96,DZ,1683514346
403,newport,51.5877,-2.9984,12.65,90,100,3.22,GB,1683514346
404,grootfontein,-19.5667,18.1167,11.76,87,4,1.54,NA,1683514347
405,nagqu,31.5,92.0,6.33,17,33,8.46,CN,1683514347
406,gumdag,39.2061,54.5906,21.87,30,74,10.22,TM,1683514347
407,nanga eboko,4.6833,12.3667,18.78,94,100,0.51,CM,1683514347
408,magadan,59.5667,150.8,5.85,82,27,3.28,RU,1683514323
409,nizhniy odes,63.6445,54.856,-5.42,86,100,5.96,RU,1683514349
410,khorixas,-20.3667,14.9667,18.45,35,0,2.31,NA,1683514350
411,as sulayyil,20.4607,45.5779,25.14,15,42,1.84,SA,1683514350
412,plastun,44.7561,136.2939,13.22,44,38,3.89,RU,1683514351
413,palangkaraya,-2.2,113.8333,29.43,75,95,0.52,ID,1683514351
414,taltal,-25.4,-70.4833,17.56,69,0,1.54,CL,1683514220
415,baise city,23.8997,106.6133,21.7,81,100,1.39,CN,1683514352
416,kiruna,67.8557,20.2251,0.51,80,100,0.51,SE,1683514353
417,puerto maldonado,-12.6,-69.1833,21.61,100,100,0.64,PE,1683514353
418,la nucia,38.6137,-0.1269,17.23,71,11,1.12,ES,1683514354
419,bakchar,57.0186,82.0711,20.76,29,6,4.02,RU,1683514354
420,santa terezinha,-29.9002,-50.0904,19.58,93,100,3.08,BR,1683514354
421,bubaque,11.2833,-15.8333,26.29,80,100,4.43,GW,1683514355
422,sao gabriel da cachoeira,-0.1303,-67.0892,23.18,98,58,0.54,BR,1683514355
423,rivne,50.6231,26.2274,3.37,96,100,5.18,UA,1683514355
424,fortuna,40.5982,-124.1573,14.25,67,100,2.68,US,1683514355
425,remire-montjoly,4.9167,-52.2667,25.02,100,100,0.51,GF,1683514106
426,aasiaat,68.7098,-52.8699,-2.61,83,95,4.21,GL,1683514356
427,ofunato,39.0717,141.7167,6.73,81,100,3.26,JP,1683514356
428,bolderaja,57.0313,24.0557,0.55,86,0,1.03,LV,1683514357
429,tsiombe,-25.3,45.4833,19.41,80,0,1.93,MG,1683514357
430,thunder bay,48.4001,-89.3168,7.99,87,100,0.0,CA,1683514136
431,valdez,1.2492,-78.9831,27.54,85,100,1.95,EC,1683514357
432,berezovyy,51.6667,135.7,18.49,23,6,2.42,RU,1683514358
433,akureyri,65.6835,-18.0878,9.96,66,63,2.57,IS,1683514358
434,kouroussa,10.65,-9.8833,27.0,59,100,0.55,GN,1683514358
435,fort st. john,56.2499,-120.8529,9.94,71,75,6.69,CA,1683514311
436,olyokminsk,60.3736,120.4264,2.68,50,85,3.42,RU,1683514359
437,catanduva,-21.1378,-48.9728,19.99,70,84,2.95,BR,1683514359
438,pratt,37.6439,-98.7376,26.34,50,0,3.6,US,1683514114
439,katra,32.9833,74.95,16.72,71,100,5.13,IN,1683514116
440,shira,54.4911,89.9531,18.2,33,7,0.71,RU,1683514360
441,kotturu,14.8167,76.2167,26.09,61,91,3.12,IN,1683514360
442,darab,28.7519,54.5444,24.23,12,1,1.05,IR,1683514360
443,ivdel',60.6911,60.4206,-0.31,55,75,6.23,RU,1683514360
444,bamboo flat,11.7,92.7167,30.77,67,100,1.19,IN,1683514361
445,minot air force base,48.4209,-101.3391,13.05,85,100,4.12,US,1683514361
446,corabia,43.7833,24.5,10.32,78,91,2.17,RO,1683514361
447,zhangjiakou shi xuanhua qu,40.6103,115.0447,20.99,12,25,0.62,CN,1683514362
448,saks,33.6987,-85.8397,21.16,87,0,0.0,US,1683514362
449,gulf shores,30.246,-87.7008,23.37,77,100,3.6,US,1683514144
450,waddan,29.1614,16.139,20.98,25,95,4.02,LY,1683514362
451,taulaga,-11.0553,-171.0883,28.73,75,79,4.99,AS,1683514363
452,hasaki,35.7333,140.8333,12.9,87,100,13.52,JP,1683514363
453,piacabucu,-10.4056,-36.4344,25.33,82,59,3.17,BR,1683514363
454,medak,18.0333,78.2667,31.11,51,8,2.93,IN,1683514364
455,isangel,-19.55,169.2667,29.06,79,20,2.06,VU,1683514364
456,takoradi,4.8845,-1.7554,26.63,80,100,1.26,GH,1683514242
457,mar del plata,-38.0023,-57.5575,14.49,95,100,7.6,AR,1683514364
458,celestun,20.8667,-90.4,27.88,74,37,8.33,MX,1683514365
459,barberton,-25.7884,31.0532,16.21,97,100,0.8,ZA,1683514365
460,campoverde,-8.4753,-74.8058,26.83,99,50,0.73,PE,1683514365
461,rovaniemi,66.5,25.7167,-0.33,100,100,4.63,FI,1683514113
462,san clemente,33.427,-117.612,17.92,78,0,7.15,US,1683514366
463,gao,16.6362,1.637,30.14,25,74,1.65,ML,1683514366
464,ubaira,-13.2681,-39.6628,20.0,98,15,1.16,BR,1683514367
465,castillos,-34.1667,-53.8333,12.67,91,61,2.85,UY,1683514367
466,lubang,13.8584,120.124,28.98,74,2,3.02,PH,1683514367
467,frechen,50.9167,6.8167,15.46,91,75,1.03,DE,1683514368
468,umm kaddadah,13.6017,26.6876,25.32,16,96,3.74,SD,1683514368
469,aripuana,-9.1667,-60.6333,23.12,98,100,0.35,BR,1683514368
470,adelanto,34.5828,-117.4092,16.22,59,0,5.3,US,1683514368
471,springs,-26.25,28.4,11.48,98,98,5.44,ZA,1683514369
472,sao vicente,-23.9631,-46.3919,25.15,26,72,1.29,BR,1683514164
473,jayapura,-2.5333,140.7,32.66,70,37,2.48,ID,1683514369
474,nikolayevsk-on-amure,53.1406,140.73,15.21,39,1,1.88,RU,1683514370
475,albu kamal,34.45,40.9186,19.11,54,0,3.79,SY,1683514370
476,sao jose da coroa grande,-8.8978,-35.1478,25.1,78,9,2.26,BR,1683514370
477,ixtapa,20.7,-105.2,26.79,78,0,0.0,MX,1683514371
478,okhotsk,59.3833,143.3,3.34,77,37,4.26,RU,1683514371
479,fisterra,42.9049,-9.2629,15.42,83,100,2.77,ES,1683514372
480,ilfracombe,51.2093,-4.1134,12.14,94,100,4.02,GB,1683514372
481,port shepstone,-30.7414,30.455,18.1,80,100,3.18,ZA,1683514372
482,zhanaozen,43.3,52.8,18.26,38,100,5.79,KZ,1683514373
483,darwin,-12.4611,130.8418,31.05,36,0,7.2,AU,1683514063
484,howrah,22.5892,88.3103,33.0,66,0,4.12,IN,1683514373
485,cidreira,-30.1811,-50.2056,19.64,95,100,3.24,BR,1683514374
486,rawson,-43.3002,-65.1023,11.24,65,75,3.84,AR,1683514374
487,idri,27.5,13.2667,23.12,21,100,3.78,LY,1683514375
488,tomohon,1.3346,124.8392,25.52,66,100,2.16,ID,1683514375
489,xining,36.6167,101.7667,7.7,76,100,2.37,CN,1683514375
490,praia,14.9215,-23.5087,22.3,78,40,6.69,CV,1683514376
491,ceelbuur,4.685,46.6176,25.33,74,8,6.7,SO,1683514376
492,luorong,24.4058,109.6086,18.34,80,100,4.06,CN,1683514376
493,langarud,37.197,50.1535,17.03,75,100,0.9,IR,1683514376
494,juneau,58.3019,-134.4197,12.0,100,75,5.14,US,1683514151
495,itaituba,-4.2761,-55.9836,24.53,94,100,0.72,BR,1683514377
496,tokar,18.4254,37.729,25.68,59,0,3.63,SD,1683514377
497,hauterive,46.0901,3.4459,12.42,94,86,0.75,FR,1683514378
498,port augusta,-32.5,137.7667,15.92,44,39,6.7,AU,1683514378
499,mata-utu,-13.2816,-176.1745,28.61,75,12,5.08,WF,1683514378
500,bloemfontein,-29.1211,26.214,10.71,93,89,1.54,ZA,1683514378
501,callao,-12.0667,-77.15,22.62,78,40,6.69,PE,1683514379
502,ben mehidi,36.7697,7.9064,17.99,94,75,3.09,DZ,1683514379
503,diamantina,-18.2494,-43.6003,13.46,87,2,2.21,BR,1683514379
504,beberibe,-4.1797,-38.1306,25.92,83,24,3.01,BR,1683514380
505,turpan,42.9333,89.1667,19.95,18,54,2.31,CN,1683514380
506,north bend,43.4065,-124.2243,12.36,79,100,3.6,US,1683514380
507,kurchatov,51.6601,35.6521,3.23,67,100,4.46,RU,1683514380
508,singkawang,0.9,109.0,31.71,61,74,2.71,ID,1683514381
509,salalah,17.0151,54.0924,26.05,65,0,1.03,OM,1683514381
510,casas grandes,30.3667,-107.95,19.27,11,0,4.58,MX,1683514381
511,regina,50.4501,-104.6178,14.06,53,75,2.57,CA,1683513763
512,lodwar,3.1191,35.5973,26.9,62,78,3.78,KE,1683514382
513,sai buri,6.7013,101.6168,36.65,62,100,1.19,TH,1683514382
514,sablayan,12.8346,120.769,29.55,74,8,4.17,PH,1683514382
515,codrington,-38.2667,141.9667,13.75,75,83,7.09,AU,1683514383
516,san luis,-33.295,-66.3356,13.18,45,63,3.44,AR,1683514383
517,san sebastian de la gomera,28.0916,-17.1133,23.2,43,0,6.69,ES,1683514383
518,bocaiuva,-17.1078,-43.815,19.84,73,0,2.9,BR,1683514384
519,mel'nikovo,56.5558,84.085,21.05,28,5,3.32,RU,1683514384
520,sinaloa de leyva,25.8333,-108.2333,28.56,16,79,3.28,MX,1683514384
521,las cruces,32.3123,-106.7783,26.42,10,0,2.57,US,1683514384
522,ariguani,10.25,-74.0,26.42,71,71,1.41,CO,1683514385
523,hastings,50.8552,0.5729,11.4,50,100,3.43,GB,1683514385
524,bratsk,56.1325,101.6142,14.27,47,7,2.06,RU,1683514385
525,happy valley-goose bay,53.3168,-60.3315,0.17,93,100,1.54,CA,1683514386
526,middleton,53.55,-2.2,13.28,83,100,2.77,GB,1683514273
527,chui,-33.6971,-53.4616,13.71,92,89,2.81,UY,1683514341
528,ribnitz-damgarten,54.25,12.4667,6.73,59,5,3.91,DE,1683514386
529,impfondo,1.6381,18.0667,19.61,96,89,1.11,CG,1683514387
530,abbeville,50.1,1.8333,11.81,95,71,2.0,FR,1683514314
531,touros,-5.1989,-35.4608,25.4,85,9,4.76,BR,1683514099
532,mumford,5.2618,-0.759,27.18,76,100,2.1,GH,1683514387
533,cadale,2.7603,46.3222,26.93,83,6,8.45,SO,1683514388
534,colombo,6.9319,79.8478,26.97,75,94,2.34,LK,1683514388
535,rouyn-noranda,48.2398,-79.0288,11.05,46,0,5.14,CA,1683514142
536,inarajan village,13.2736,144.7484,31.54,82,19,5.23,GU,1683514389
537,torit,4.4133,32.5678,22.29,81,12,1.48,SS,1683514389
538,cromer,52.9312,1.2989,11.19,92,94,3.7,GB,1683514389
539,ta`u,-14.2336,-169.5144,27.8,74,36,5.0,AS,1683514390
540,oppdal,62.5943,9.6912,1.16,70,17,3.36,NO,1683514390
541,port saint john's,-31.6229,29.5448,18.06,93,100,2.07,ZA,1683514390
542,skeldon,5.8833,-57.1333,24.42,95,100,3.34,GY,1683514391
543,mersa matruh,31.3525,27.2453,16.11,88,40,3.09,EG,1683514391
544,saurimo,-9.6608,20.3916,16.22,66,13,1.85,AO,1683514392
545,dryden,49.7833,-92.7503,8.16,93,100,5.66,CA,1683514392
546,pocito,-31.6833,-68.5833,17.55,37,11,5.33,AR,1683514392
547,vila franca do campo,37.7167,-25.4333,18.23,95,96,5.51,PT,1683514392
548,williston,48.147,-103.618,12.24,76,100,0.45,US,1683514393
549,andergrove,-21.0833,149.1833,24.8,49,0,8.38,AU,1683514393
550,mount pearl,47.5166,-52.7813,4.19,73,75,9.77,CA,1683514393
551,severo-yeniseyskiy,60.3725,93.0408,13.28,68,94,4.04,RU,1683514394
552,erenhot,43.6475,111.9767,17.36,15,96,1.0,CN,1683514395
553,andovoranto,-18.95,49.1,20.86,92,36,3.08,MG,1683514396
554,cobija,-11.0267,-68.7692,21.63,99,100,0.59,BO,1683514397
555,kerimaki,61.9167,29.2833,0.97,80,0,1.03,FI,1683514397
556,buzuluk,52.7807,52.2635,5.29,48,100,3.99,RU,1683514397
557,lorain,41.3334,-82.1499,20.05,82,0,3.09,US,1683514398
558,taiobeiras,-15.8078,-42.2331,15.53,90,32,1.14,BR,1683514275
559,hadibu,12.65,54.0333,28.02,58,13,1.4,YE,1683514398
560,chilecito,-29.1619,-67.4974,14.56,56,0,1.7,AR,1683513673
561,floro,61.5996,5.0328,10.04,57,100,5.66,NO,1683514399
562,mabama,-5.1333,32.5333,18.28,80,65,2.15,TZ,1683514399
563,bereket,39.2446,55.5154,21.21,34,12,9.37,TM,1683514399
564,sinazongwe,-17.2614,27.4618,18.75,58,23,2.33,ZM,1683514400
565,shingu,33.7333,135.9833,19.19,52,8,3.58,JP,1683514400
566,atherton,53.5237,-2.4935,12.94,83,100,0.89,GB,1683514400
567,lethbridge,49.7,-112.8186,15.54,62,75,3.09,CA,1683514157
568,cabedelo,-6.9811,-34.8339,25.37,85,43,4.55,BR,1683514401
569,karak city,31.1637,35.762,11.4,82,0,2.43,JO,1683514401
570,joshimath,30.5667,79.5667,16.5,37,6,0.96,IN,1683514401
571,leava,-14.3,-178.1667,28.6,74,9,3.45,WF,1683514402
572,alaghsas,17.0187,8.0168,26.63,9,100,4.17,NE,1683514402
573,pitimbu,-7.4706,-34.8086,25.33,85,23,4.41,BR,1683514402
574,nelson,-41.2833,173.2833,17.94,99,100,0.45,NZ,1683514403
575,rio grande,-32.035,-52.0986,16.74,91,100,6.0,BR,1683514403
